Symbol,Name,Market Cap,Country,Sector,Industry
IGT,International Game Technology Ordinary Shares,3587377444.00,United States,Consumer Discretionary,Movies/Entertainment
IGTA,Inception Growth Acquisition Limited Common Stock,128965875.00,United States,Industrials,Consumer Electronics/Appliances
IGTAR,Inception Growth Acquisition Limited Rights,0.00,United States,,
IGTAU,Inception Growth Acquisition Limited Unit,0.00,United States,Industrials,Consumer Electronics/Appliances
IGTAW,Inception Growth Acquisition Limited Warrants,0.00,United States,Industrials,Consumer Electronics/Appliances
IH,iHuman Inc. American depositary shares each representing five Class A ordinary shares,106764684.00,United States,Real Estate,Other Consumer Services
IHD,Voya Emerging Markets High Income Dividend Equity Fund Common Shares,104367175.00,United States,Finance,Investment Managers
IHG,Intercontinental Hotels Group American Depositary Shares (Each representing one Ordinary Share),9982884926.00,United Kingdom,Consumer Discretionary,Hotels/Resorts
IHIT,Invesco High Income 2023 Target Term Fund Common Shares of Beneficial Interest,207117056.00,United States,Finance,Investment Managers
IHRT,iHeartMedia Inc. Class A Common Stock,1271845213.00,United States,Consumer Discretionary,Broadcasting
IHS,IHS Holding Limited Ordinary Shares,2116169440.00,,,
IHT,InnSuites Hospitality Trust Shares of Beneficial Interest,22520257.00,United States,Real Estate,Real Estate Investment Trusts
IHTA,Invesco High Income 2024 Target Term Fund Common Shares of Beneficial Interest No par value per share,75468828.00,,Finance,Finance/Investors Services
IIF,Morgan Stanley India Investment Fund Inc. Common Stock,272633332.00,United States,Finance,Trusts Except Educational Religious and Charitable
III,Information Services Group Inc. Information Services Group Inc. Common Stock,269449886.00,United States,Technology,EDP Services
IIII,INSU Acquisition Corp. III Class A Common Stock,337931000.00,United States,Industrials,Consumer Electronics/Appliances
IIIN,Insteel Industries Inc. Common Stock,547137914.00,United States,,
IIIV,i3 Verticals Inc. Class A Common Stock,499415067.00,United States,Technology,EDP Services
IIM,Invesco Value Municipal Income Trust Common Stock,613772445.00,United States,Finance,Investment Managers
IINN,Inspira Technologies Oxy B.H.N. Ltd. Ordinary Shares,17893977.00,Israel,Health Care,Medical/Dental Instruments
IINNW,Inspira Technologies Oxy B.H.N. Ltd. Warrant,0.00,Israel,Health Care,Medical/Dental Instruments
IIPR,Innovative Industrial Properties Inc. Common Stock,2524627981.00,United States,Real Estate,Real Estate Investment Trusts
IIPR^A,Innovative Industrial Properties Inc. 9.00% Series A Cumulative Redeemable Preferred Stock,,United States,,
IIVI,II-VI Incorporated Common Stock,5601447160.00,United States,Industrials,Industrial Machinery/Components
IIVIP,II-VI Incorporated 6.00% Series A Mandatory Convertible Preferred Stock,0.00,United States,Industrials,Industrial Machinery/Components
IKNA,Ikena Oncology Inc. Common Stock,186602582.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
IKT,Inhibikase Therapeutics Inc. Common Stock,23430885.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ILAG,Intelligent Living Application Group Inc. Ordinary Shares,38648400.00,Hong Kong,,
ILMN,Illumina Inc. Common Stock,30802597000.00,United States,Health Care,Medical Specialities
ILPT,Industrial Logistics Properties Trust Common Shares of Beneficial Interest,455864897.00,United States,Real Estate,Real Estate Investment Trusts
IMAB,I-MAB American Depositary Shares,488438475.00,China,Health Care,Biotechnology: Pharmaceutical Preparations
IMACW,IMAC Holdings Inc. Warrant,0.00,United States,Health Care,Medical Specialities
IMAQ,International Media Acquisition Corp. Class A Common Stock,299014628.00,United States,Industrials,Consumer Electronics/Appliances
IMAQR,International Media Acquisition Corp. Rights,0.00,United States,,
IMAQU,International Media Acquisition Corp. Unit,0.00,United States,Industrials,Consumer Electronics/Appliances
IMAQW,International Media Acquisition Corp. Warrants,0.00,United States,Industrials,Consumer Electronics/Appliances
IMAX,Imax Corporation Common Stock,863197111.00,Canada,,
IMBI,iMedia Brands Inc. Class A Common Stock,23614379.00,United States,Consumer Discretionary,Catalog/Specialty Distribution
IMBIL,iMedia Brands Inc. 8.5% Senior Notes Due 2026,0.00,United States,,
IMCC,IM Cannabis Corp. Common Shares,28944468.00,Canada,,
IMCR,Immunocore Holdings plc American Depositary Shares,2282647380.00,United Kingdom,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
IMGN,ImmunoGen Inc. Common Stock,1230591059.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
IMGO,Imago BioSciences Inc. Common stock,491868314.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
IMH,Impac Mortgage Holdings Inc. Common Stock ,10305398.00,United States,Finance,Finance: Consumer Services
IMKTA,Ingles Markets Incorporated Class A Common Stock,1678153120.00,United States,Consumer Staples,Food Chains
IMMP,Immutep Limited American Depositary Shares,163137455.00,Australia,Health Care,Biotechnology: Pharmaceutical Preparations
IMMR,Immersion Corporation Common Stock,189247118.00,United States,Technology,Computer peripheral equipment
IMMX,Immix Biopharma Inc. Common Stock,26936908.00,United States,Health Care, Medicinal Chemicals and Botanical Products 
IMNM,Immunome Inc. Common Stock,64275141.00,United States,Health Care, Medicinal Chemicals and Botanical Products 
IMO,Imperial Oil Limited Common Stock,31158932347.00,Canada,,
IMOS,ChipMOS TECHNOLOGIES INC. American Depositary Shares,809054634.00,Taiwan,Technology,Semiconductors
IMPL,Impel Pharmaceuticals Inc. Common Stock,173814315.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
IMPP,Imperial Petroleum Inc. Common Shares,0.00,Greece,,
IMPPP,Imperial Petroleum Inc. 8.75% Series A Cumulative Redeemable Perpetual Preferred Shares,0.00,Greece,,
IMPX,AEA-Bridges Impact Corp. Class A Ordinary Shares,500000000.00,,Finance,Business Services
IMRA,IMARA Inc. Common Stock,30217080.00,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
IMRN,Immuron Limited American Depositary Shares,14123496.00,Australia,Health Care,Biotechnology: Pharmaceutical Preparations
IMRX,Immuneering Corporation Class A Common Stock,196306625.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
IMTE,Integrated Media Technology Limited Ordinary Shares,19621930.00,Australia,Consumer Staples,Consumer Electronics/Appliances
IMTX,Immatics N.V. Ordinary Shares,773999837.00,Germany,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
IMTXW,Immatics N.V. Warrants,0.00,Germany,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
IMUX,Immunic Inc. Common Stock,138653339.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
IMV,IMV Inc. Common Shares,55112313.00,Canada,,
IMVT,Immunovant Inc. Common Stock,443419560.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
IMXI,International Money Express Inc. Common Stock,853416751.00,United States,Technology,Retail: Computer Software & Peripheral Equipment
INAB,IN8bio Inc. Common Stock,45400715.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
INBK,First Internet Bancorp Common Stock,337791680.00,United States,Finance,Major Banks
INBKZ,First Internet Bancorp 6.0% Fixed-to-Floating Rate Subordinated Notes Due 2029,0.00,United States,Finance,Major Banks
INBX,Inhibrx Inc. Common Stock,630843463.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
INCR,Intercure Ltd. Ordinary Shares,218448294.00,Israel,,
INCY,Incyte Corp. Common Stock,15551866822.00,United States,Health Care,Biotechnology: Commercial Physical & Biological Resarch
INDB,Independent Bank Corp. Common Stock,3542303923.00,United States,Finance,Major Banks
INDI,indie Semiconductor Inc. Class A Common Stock,992563572.00,United States,Technology,Semiconductors
INDIW,indie Semiconductor Inc. Warrant,0.00,United States,Technology,Semiconductors
INDO,Indonesia Energy Corporation Limited Ordinary Shares,60795351.00,,Energy,Oil & Gas Production
INDP,Indaptus Therapeutics Inc. Common Stock,20068391.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
INDT,INDUS Realty Trust Inc. (MD) Common Stock,610455550.00,United States,Finance,Real Estate
INFA,Informatica Inc. Class A Common Stock,5927998864.00,,Technology,EDP Services
INFI,Infinity Pharmaceuticals Inc. Common Stock,135516073.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
INFN,Infinera Corporation Common Stock,1084582392.00,United States,Utilities,Telecommunications Equipment
INFU,InfuSystems Holdings Inc. Common Stock,158364503.00,United States,Health Care,Medical/Dental Instruments
INFY,Infosys Limited American Depositary Shares,76115858807.00,India,Technology,EDP Services
ING,ING Group N.V. Common Stock,32232279881.00,Netherlands,Finance,Commercial Banks
INGN,Inogen Inc Common Stock,636661937.00,United States,Health Care,Industrial Specialties
INGR,Ingredion Incorporated Common Stock,5662436286.00,United States,Consumer Staples,Farming/Seeds/Milling
INKA,KludeIn I Acquisition Corp. Class A Common Stock,216703125.00,United States,Industrials,Consumer Electronics/Appliances
INKAU,KludeIn I Acquisition Corp. Unit,0.00,United States,Industrials,Consumer Electronics/Appliances
INKAW,KludeIn I Acquisition Corp. Warrant,0.00,United States,Industrials,Consumer Electronics/Appliances
INKT,MiNK Therapeutics Inc. Common Stock,86587158.00,United States,Health Care, Medicinal Chemicals and Botanical Products 
INM,InMed Pharmaceuticals Inc. Common Shares,5210220.00,Canada,,
INMB,INmune Bio Inc. Common stock,146259859.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
INMD,InMode Ltd. Ordinary Shares,2591298885.00,Israel,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
INN,Summit Hotel Properties Inc. Common Stock,816728354.00,United States,Real Estate,Real Estate Investment Trusts
INN^E,Summit Hotel Properties Inc. 6.250% Series E Cumulative Redeemable Preferred Stock,,United States,,
INN^F,Summit Hotel Properties Inc. 5.875% Series F Cumulative Redeemable Preferred Stock $0.01 par value per share,,United States,,
INNV,InnovAge Holding Corp. Common Stock,497376772.00,United States,Health Care,Hospital/Nursing Management
INO,Inovio Pharmaceuticals Inc. Common Stock,503890451.00,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
INOD,Innodata Inc. Common Stock,90776651.00,United States,Technology,EDP Services
INPX,Inpixon Common Stock,20431832.00,United States,Technology,Computer Software: Prepackaged Software
INSE,Inspired Entertainment Inc. Common Stock,278324603.00,United States,Technology,EDP Peripherals
INSG,Inseego Corp. Common Stock,272290418.00,United States,Telecommunications,Telecommunications Equipment
INSI,Insight Select Income Fund,172378783.00,United States,Finance,Investment Managers
INSM,Insmed Inc. Common Stock,2934147481.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
INSP,Inspire Medical Systems Inc. Common Stock,5112081787.00,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
INST,Instructure Holdings Inc. Common Stock,3068646540.00,,Technology,Computer Software: Prepackaged Software
INSW,International Seaways Inc. Common Stock ,1521608046.00,,Technology,Semiconductors
INT,World Fuel Services Corporation Common Stock,1540096694.00,United States,Energy,Oil Refining/Marketing
INTA,Intapp Inc. Common Stock,861779367.00,United States,Technology,Computer Software: Prepackaged Software
INTC,Intel Corporation Common Stock,127658580000.00,United States,Technology,Semiconductors
INTE,Integral Acquisition Corporation 1 Class A Common Stock,142792625.00,United States,Industrials,Consumer Electronics/Appliances
INTEU,Integral Acquisition Corporation 1 Unit,0.00,United States,Industrials,Consumer Electronics/Appliances
INTEW,Integral Acquisition Corporation 1 Warrants,0.00,United States,Industrials,Consumer Electronics/Appliances
INTG,Intergroup Corporation (The) Common Stock,114402911.00,United States,Consumer Discretionary,Hotels/Resorts
INTR,Inter & Co. Inc. Class A Common Shares,10956277095.00,Brazil,,
INTT,inTest Corporation Common Stock,90242476.00,United States,Technology,Semiconductors
INTU,Intuit Inc. Common Stock,118489275122.00,United States,Technology,Computer Software: Prepackaged Software
INTZ,Intrusion Inc. Common Stock,77280156.00,United States,Technology,Security Systems Services
INUV,Inuvo Inc.,58356997.00,United States,Consumer Discretionary,Advertising
INVA,Innoviva Inc. Common Stock,911657191.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
INVE,Identiv Inc. Common Stock,316710343.00,United States,Technology,Computer peripheral equipment
INVH,Invitation Homes Inc. Common Stock,22258401400.00,United States,Real Estate,Real Estate Investment Trusts
INVO,INVO BioScience Inc. Common Stock,12459702.00,United States,Health Care,Medical/Dental Instruments
INVZ,Innoviz Technologies Ltd. Ordinary shares,639376552.00,Israel,Consumer Discretionary,Auto Parts:O.E.M.
INVZW,Innoviz Technologies Ltd. Warrant,0.00,Israel,Consumer Discretionary,Auto Parts:O.E.M.
INZY,Inozyme Pharma Inc. Common Stock,121494140.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
IOAC,Innovative International Acquisition Corp. Class A Ordinary Shares,324311000.00,United States,,
IOACW,Innovative International Acquisition Corp. Warrants,0.00,United States,,
IOBT,IO Biotech Inc. Common Stock,92785160.00,Denmark,Health Care,Biotechnology: Pharmaceutical Preparations
IONM,Assure Holdings Corp. Common Stock,11627699.00,United States,Health Care,Assisted Living Services
IONQ,IonQ Inc. Common Stock,1129400542.00,United States,Industrials,Wholesale Distributors
IONR,ioneer Ltd American Depositary Shares,897167443.00,Australia,,
IONS,Ionis Pharmaceuticals Inc. Common Stock,6131339207.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
IOR,Income Opportunity Realty Investors Inc. Common Stock,51229808.00,United States,Finance,Diversified Financial Services
